,home_team,away_team,home_goals_x,away_goals_x,date_x,round,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,season,Expected Goals (xG)_home,Expected Goals (xG)_away,Clearances Completed_home,Clearances Completed_away,home_goals_y,away_goals_y,date_y,referee,stadium,capacity,attendance,stadium name,stadium city,Stadium,Club,Location,Opened,Closed,Capacity,Pitch length m,Pitch width m,latitude,longitude,longitude_decimal,latitude_decimal,transformed_date,weather_temperature_[C],weather_precipitation_[mm],weather_wind_[km/h],weather_humidity_[%],weather_cloud_cover_[%],sum_of_goals
604,Leeds,Manchester City,1,3,28.12.2022 21:00,17,31,69,9,26,1,9,4,12,4,5,12,11,3,5,0,1,17,24,6,0,11,14,3,3,307,690,225,612,13,13,74,116,34,47,0,0,22-23,-1.0,-1.0,0,0,1,3,28.12.2022 21:00,Attwell S. (Eng),Elland Road (Leeds),37 792,36 889,Elland Road,Leeds,Elland Road,Leeds,Leeds,1897,,37608,105.0,68.0,53°46′40″N,001°34′20″W,-1.5722222222222222,53.77777777777778,2022-12-28T21:00,9.1,0.0,31.3,77,100,4
605,Manchester Utd,Nottingham,3,0,27.12.2022 21:00,17,66,34,17,8,8,3,3,3,6,2,6,14,9,9,1,2,15,23,3,5,13,4,3,1,632,314,550,224,18,17,121,90,63,46,0,0,22-23,-1.0,-1.0,0,0,3,0,27.12.2022 21:00,Taylor A. (Eng),Old Trafford (Manchester),75 635,73 608,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2022-12-27T21:00,9.1,1.0,17.3,92,100,3
606,Chelsea,Bournemouth,2,0,27.12.2022 18:30,17,60,40,15,9,5,4,7,4,3,1,8,9,6,8,3,0,11,14,4,3,8,10,0,0,563,357,497,290,18,18,85,97,50,49,0,0,22-23,-1.0,-1.0,0,0,2,0,27.12.2022 18:30,Hooper S. (Eng),Stamford Bridge (London),40 341,40 046,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2022-12-27T18:30,8.6,0.6,28.0,89,100,2
607,Arsenal,West Ham,3,1,26.12.2022 21:00,17,66,34,16,8,5,4,6,4,5,0,14,15,7,5,3,0,9,15,3,2,13,17,0,2,657,331,581,248,15,14,118,60,81,24,0,0,22-23,-1.0,-1.0,0,0,3,1,26.12.2022 21:00,Oliver M. (Eng),Emirates Stadium (London),60 704,60 125,Emirates Stadium,London,Emirates Stadium,Arsenal,London,2006,,60704,105.0,68.0,51°33′18″N,000°06′31″W,-0.1086111111111111,51.555,2022-12-26T21:00,3.6,0.0,18.5,88,1,4
608,Aston Villa,Liverpool,1,3,26.12.2022 18:30,17,47,53,12,16,6,9,3,6,3,1,15,10,0,6,3,3,14,15,6,5,7,12,0,0,471,514,361,417,12,19,89,96,42,38,0,0,22-23,-1.0,-1.0,0,0,1,3,26.12.2022 18:30,Tierney P. (Eng),Villa Park (Birmingham),42 789,42 085,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2022-12-26T18:30,3.5,0.0,17.3,81,16,4
609,Crystal Palace,Fulham,0,3,26.12.2022 16:00,17,36,64,4,23,0,11,3,6,1,6,16,11,1,7,1,2,11,19,8,0,12,15,2,0,368,633,272,534,15,16,62,139,11,78,2,0,22-23,-1.0,-1.0,0,0,0,3,26.12.2022 16:00,Madley A. (Eng),Selhurst Park (London),25 486,25 176,Selhurst Park,London,Selhurst Park,Crystal Palace,London,1924,,25486,101.0,68.0,51°23′54″N,000°05′08″W,-0.0855555555555555,51.39833333333333,2022-12-26T16:00,5.3,0.0,18.8,79,4,3
610,Everton,Wolves,1,2,26.12.2022 16:00,17,58,42,12,7,6,4,4,2,2,1,21,9,2,2,1,2,19,28,2,5,9,22,1,6,505,359,426,273,17,19,112,76,50,39,0,0,22-23,-1.0,-1.0,0,0,1,2,26.12.2022 16:00,Pawson C. (Eng),Goodison Park (Liverpool),39 572,39 252,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2022-12-26T16:00,5.0,0.3,26.5,78,65,3
611,Leicester,Newcastle,0,3,26.12.2022 16:00,17,60,40,8,12,2,5,2,4,4,3,7,11,5,5,3,1,23,22,2,2,9,6,0,0,575,380,466,275,24,12,119,96,48,35,0,0,22-23,-1.0,-1.0,0,0,0,3,26.12.2022 16:00,Gillett J. (Aus),King Power Stadium (Leicester),32 261,32 185,King Power Stadium,Leicester,King Power StadiumFormerly Walkers Stadium,Leicester,Leicester,2002,,32262,105.0,68.0,52°37′13″N,001°08′32″W,-1.1422222222222222,52.62027777777778,2022-12-26T16:00,4.8,0.0,21.3,79,2,3
612,Southampton,Brighton,1,3,26.12.2022 16:00,17,34,66,14,7,4,4,7,2,3,1,9,9,4,2,0,1,22,21,1,3,9,10,1,2,329,680,249,578,16,21,89,101,48,54,0,0,22-23,-1.0,-1.0,0,0,1,3,26.12.2022 16:00,Jones R. (Eng),St. Mary's Stadium (Southampton),32 384,31 010,St. Mary's Stadium,Southampton,St Mary's Stadium,Southampton,Southampton,2001,,32384,105.0,68.0,50°54′21″N,001°23′28″W,-1.3911111111111112,50.90583333333333,2022-12-26T16:00,6.1,0.0,12.0,81,5,4
613,Brentford,Tottenham,2,2,26.12.2022 13:30,17,39,61,9,15,5,8,3,2,1,5,13,11,6,5,1,4,16,23,6,3,11,10,3,1,335,511,213,416,16,18,103,126,41,56,0,0,22-23,-1.0,-1.0,0,0,2,2,26.12.2022 13:30,Coote D. (Eng),Brentford Community Stadium (London),17 250,17 137,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2022-12-26T13:30,7.2,0.0,16.2,73,0,4
614,Fulham,Manchester Utd,1,2,13.11.2022 17:30,16,53,47,14,14,7,9,5,3,2,2,10,10,10,3,1,2,20,16,7,6,9,10,1,1,461,433,366,344,18,12,117,70,65,35,0,0,22-23,-1.0,-1.0,0,0,1,2,13.11.2022 17:30,Tierney P. (Eng),Craven Cottage (London),26 600,24 246,Craven Cottage,London,Craven Cottage,Fulham,London,1896,,24500,100.0,65.0,51°28′30″N,000°13′18″W,-0.2216666666666666,51.475,2022-11-13T17:30,11.7,0.0,8.0,97,28,3
615,Brighton,Aston Villa,1,2,13.11.2022 15:00,16,65,35,7,8,2,2,1,3,4,3,11,15,11,4,3,1,27,21,0,1,14,11,2,7,526,293,454,211,14,23,120,58,66,21,0,0,22-23,-1.0,-1.0,0,0,1,2,13.11.2022 15:00,Kavanagh C. (Eng),Amex Stadium (Brighton),31 876,31 581,Amex Stadium,Brighton,Falmer Stadium,Brighton,Falmer,2011,,31876,105.0,68.0,50°51′42.56″N,00°04′59.8″W,-0.0832777777777777,50.86182222222222,2022-11-13T15:00,12.5,0.0,13.5,94,81,3
616,Wolves,Arsenal,0,2,12.11.2022 20:45,16,37,63,11,14,2,4,6,7,3,3,7,8,6,4,3,1,17,13,2,2,5,6,3,2,348,579,277,517,17,10,73,134,37,58,0,0,22-23,-1.0,-1.0,0,0,0,2,12.11.2022 20:45,Attwell S. (Eng),Molineux Stadium (Wolverhampton),31 750,34 624,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2022-11-12T20:45,12.1,0.0,17.7,89,0,2
617,Newcastle,Chelsea,1,0,12.11.2022 18:30,16,49,51,10,5,3,2,3,2,4,1,10,16,5,3,3,0,23,20,2,2,14,11,4,2,451,471,372,396,23,23,132,85,45,31,0,0,22-23,-1.0,-1.0,0,0,1,0,12.11.2022 18:30,Jones R. (Eng),St. James' Park (Newcastle),52 305,52 264,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2022-11-12T18:30,10.1,0.0,14.8,92,0,1
618,Bournemouth,Everton,3,0,12.11.2022 16:00,16,36,64,16,15,9,3,4,6,3,6,8,13,3,5,1,1,13,15,3,6,12,8,2,0,305,542,223,464,15,30,90,124,39,48,0,0,22-23,-1.0,-1.0,0,0,3,0,12.11.2022 16:00,Pawson C. (Eng),Vitality Stadium (Bournemouth),11 307,10 382,Vitality Stadium,Bournemouth,Dean Court,Bournemouth,Bournemouth,1910,,11307,105.0,68.0,50°44′07″N,1°50′18″W,-1.8383333333333332,50.73527777777778,2022-11-12T16:00,14.9,0.0,19.9,87,0,3
619,Liverpool,Southampton,3,1,12.11.2022 16:00,16,60,40,15,9,7,5,6,3,2,1,10,8,6,0,0,2,21,17,4,4,8,8,0,2,670,445,578,356,12,16,109,97,56,47,0,0,22-23,-1.0,-1.0,0,0,3,1,12.11.2022 16:00,Hooper S. (Eng),Anfield (Liverpool),61 276,53 331,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2022-11-12T16:00,12.4,0.0,17.7,86,17,4
620,Nottingham,Crystal Palace,1,0,12.11.2022 16:00,16,32,68,9,8,2,0,6,7,1,1,12,14,1,5,3,0,22,23,0,1,11,13,1,4,284,633,203,551,21,11,52,150,28,51,0,0,22-23,-1.0,-1.0,0,0,1,0,12.11.2022 16:00,Brooks J. (Eng),City Ground (Nottingham),30 404,29 045,City Ground,Nottingham,City Ground,Nottingham,Nottingham,1898,,30404,105.0,68.0,52°56′24″N,001°07′58″W,-1.132777777777778,52.94,2022-11-12T16:00,13.1,0.0,10.6,91,0,1
621,Tottenham,Leeds,4,3,12.11.2022 16:00,16,55,45,14,12,8,5,3,2,3,5,8,8,9,2,0,1,29,20,2,4,8,7,1,3,545,464,450,366,12,20,103,106,63,41,0,1,22-23,-1.0,-1.0,0,0,4,3,12.11.2022 16:00,Salisbury M. (Eng),Tottenham Hotspur Stadium (London),62 850,61 667,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2022-11-12T16:00,13.5,0.0,10.7,93,7,7
622,West Ham,Leicester,0,2,12.11.2022 16:00,16,54,46,18,9,6,6,9,2,3,1,9,9,7,2,2,0,28,27,4,6,9,8,3,1,483,422,373,330,18,19,143,84,56,29,0,0,22-23,-1.0,-1.0,0,0,0,2,12.11.2022 16:00,Gillett J. (Aus),London Stadium (London),62 500,62 459,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2022-11-12T16:00,13.5,0.0,8.4,92,4,2
623,Manchester City,Brentford,1,2,12.11.2022 13:30,16,75,25,29,10,6,8,9,1,14,1,8,10,10,2,2,2,16,7,6,5,9,7,2,2,622,216,530,123,9,11,136,66,111,33,0,0,22-23,-1.0,-1.0,0,0,1,2,12.11.2022 13:30,Bankes P. (Eng),Etihad Stadium (Manchester),55 097,52 786,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2022-11-12T13:30,13.5,0.0,15.8,76,56,3
624,Tottenham,Liverpool,1,2,06.11.2022 17:30,15,47,53,14,13,5,6,6,3,3,4,9,11,5,3,1,2,21,14,4,4,10,8,0,0,518,616,428,515,15,14,120,122,75,37,0,0,22-23,-1.0,-1.0,0,0,1,2,06.11.2022 17:30,Madley A. (Eng),Tottenham Hotspur Stadium (London),62 850,62 008,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2022-11-06T17:30,11.2,0.0,21.2,86,3,3
625,Aston Villa,Manchester Utd,3,1,06.11.2022 15:00,15,42,58,6,8,4,3,2,2,0,3,14,6,3,5,0,3,16,22,2,1,6,12,3,3,401,543,335,463,16,16,67,118,28,60,0,0,22-23,-1.0,-1.0,0,0,3,1,06.11.2022 15:00,Taylor A. (Eng),Villa Park (Birmingham),42 789,42 058,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2022-11-06T15:00,11.1,0.1,18.8,90,99,4
626,Southampton,Newcastle,1,4,06.11.2022 15:00,15,55,45,16,7,5,4,6,2,5,1,10,11,8,2,4,1,19,17,0,4,7,10,1,0,468,380,366,257,21,15,120,77,61,33,0,0,22-23,-1.0,-1.0,0,0,1,4,06.11.2022 15:00,Attwell S. (Eng),St. Mary's Stadium (Southampton),32 384,30 402,St. Mary's Stadium,Southampton,St Mary's Stadium,Southampton,Southampton,2001,,32384,105.0,68.0,50°54′21″N,001°23′28″W,-1.3911111111111112,50.90583333333333,2022-11-06T15:00,12.3,0.1,26.7,83,93,5
627,West Ham,Crystal Palace,1,2,06.11.2022 15:00,15,42,58,5,15,2,6,3,2,0,7,7,13,2,5,4,0,14,17,4,1,10,7,1,1,419,591,337,515,16,13,88,94,25,43,0,0,22-23,-1.0,-1.0,0,0,1,2,06.11.2022 15:00,Tierney P. (Eng),London Stadium (London),62 500,62 451,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2022-11-06T15:00,13.0,1.2,21.1,85,100,3
628,Chelsea,Arsenal,0,1,06.11.2022 13:00,15,44,56,5,14,1,2,1,9,3,3,12,19,4,6,3,0,17,17,1,1,20,13,5,2,352,448,258,371,24,18,80,91,35,61,0,0,22-23,-1.0,-1.0,0,0,0,1,06.11.2022 13:00,Oliver M. (Eng),Stamford Bridge (London),40 341,40 142,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2022-11-06T13:00,13.3,0.8,15.2,89,94,1
629,Everton,Leicester,0,2,05.11.2022 18:30,15,49,51,12,22,2,8,5,7,5,7,6,9,8,3,0,1,21,18,6,2,9,5,0,0,482,527,385,447,14,13,117,114,60,43,0,0,22-23,-1.0,-1.0,0,0,0,2,05.11.2022 18:30,Coote D. (Eng),Goodison Park (Liverpool),39 572,39 206,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2022-11-05T18:30,9.9,0.0,12.3,90,20,2
630,Leeds,Bournemouth,4,3,05.11.2022 16:00,15,61,39,18,9,4,6,6,2,8,1,8,16,13,3,0,0,23,21,3,0,16,10,2,2,443,290,358,211,24,16,109,83,69,28,0,0,22-23,-1.0,-1.0,0,0,4,3,05.11.2022 16:00,Harrington T. (Eng),Elland Road (Leeds),37 792,36 304,Elland Road,Leeds,Elland Road,Leeds,Leeds,1897,,37608,105.0,68.0,53°46′40″N,001°34′20″W,-1.5722222222222222,53.77777777777778,2022-11-05T16:00,12.4,0.0,15.8,85,100,7
631,Manchester City,Fulham,2,1,05.11.2022 16:00,15,71,29,16,4,5,2,5,1,6,1,10,9,9,0,3,0,19,10,1,3,6,11,2,4,717,295,652,233,16,15,121,51,61,18,1,0,22-23,-1.0,-1.0,0,0,2,1,05.11.2022 16:00,England D. (Eng),Etihad Stadium (Manchester),55 097,52 395,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2022-11-05T16:00,12.2,0.5,19.1,91,100,3
632,Nottingham,Brentford,2,2,05.11.2022 16:00,15,48,52,15,6,7,2,6,3,2,1,12,10,3,3,0,2,32,23,0,5,10,11,2,2,419,477,314,362,18,13,114,71,61,38,0,0,22-23,-1.0,-1.0,0,0,2,2,05.11.2022 16:00,Marriner A. (Eng),City Ground (Nottingham),30 404,28 869,City Ground,Nottingham,City Ground,Nottingham,Nottingham,1898,,30404,105.0,68.0,52°56′24″N,001°07′58″W,-1.132777777777778,52.94,2022-11-05T16:00,12.6,0.0,25.0,88,100,4
633,Wolves,Brighton,2,3,05.11.2022 16:00,15,29,71,8,19,5,8,1,7,2,4,11,13,4,9,1,1,9,16,5,3,15,11,2,0,256,653,192,587,18,15,69,105,32,54,1,0,22-23,-1.0,-1.0,0,0,2,3,05.11.2022 16:00,Scott G. (Eng),Molineux Stadium (Wolverhampton),31 750,30 732,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2022-11-05T16:00,12.6,0.0,22.7,88,39,5
634,Manchester Utd,West Ham,1,0,30.10.2022 17:15,14,53,47,16,13,3,5,7,2,6,6,9,12,5,10,1,2,12,19,5,2,12,10,1,3,490,412,405,341,18,13,101,105,50,60,0,0,22-23,-1.0,-1.0,0,0,1,0,30.10.2022 17:15,Kavanagh C. (Eng),Old Trafford (Manchester),75 635,73 682,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2022-10-30T17:15,12.8,0.0,20.1,75,8,1
635,Arsenal,Nottingham,5,0,30.10.2022 15:00,14,69,31,24,5,10,2,5,2,9,1,8,9,9,4,1,2,18,14,2,5,9,8,0,1,613,269,547,204,14,25,121,60,82,22,0,0,22-23,-1.0,-1.0,0,0,5,0,30.10.2022 15:00,Hooper S. (Eng),Emirates Stadium (London),60 704,60 263,Emirates Stadium,London,Emirates Stadium,Arsenal,London,2006,,60704,105.0,68.0,51°33′18″N,000°06′31″W,-0.1086111111111111,51.555,2022-10-30T15:00,15.4,0.0,21.5,78,50,5
636,Liverpool,Leeds,1,2,29.10.2022 20:45,14,69,31,22,14,10,6,8,6,4,2,3,9,14,4,0,0,21,33,4,9,9,3,0,1,679,304,554,192,17,21,165,68,80,40,0,0,22-23,-1.0,-1.0,0,0,1,2,29.10.2022 20:45,Oliver M. (Eng),Anfield (Liverpool),61 276,53 274,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2022-10-29T20:45,14.1,0.0,17.4,90,43,3
637,Fulham,Everton,0,0,29.10.2022 18:30,14,57,43,24,9,6,4,10,3,8,2,12,10,13,4,0,5,23,21,4,6,10,8,2,1,463,370,386,295,12,15,90,76,78,30,0,0,22-23,-1.0,-1.0,0,0,0,0,29.10.2022 18:30,Brooks J. (Eng),Craven Cottage (London),26 600,23 534,Craven Cottage,London,Craven Cottage,Fulham,London,1896,,24500,100.0,65.0,51°28′30″N,000°13′18″W,-0.2216666666666666,51.475,2022-10-29T18:30,17.8,0.0,16.9,81,46,0
638,Bournemouth,Tottenham,2,3,29.10.2022 16:00,14,31,69,6,23,4,7,2,10,0,6,8,8,2,19,0,3,13,13,4,2,10,5,1,2,292,631,223,567,18,16,56,143,31,90,0,0,22-23,-1.0,-1.0,0,0,2,3,29.10.2022 16:00,Taylor A. (Eng),Vitality Stadium (Bournemouth),11 307,10 430,Vitality Stadium,Bournemouth,Dean Court,Bournemouth,Bournemouth,1910,,11307,105.0,68.0,50°44′07″N,1°50′18″W,-1.8383333333333332,50.73527777777778,2022-10-29T16:00,17.2,0.0,26.4,83,89,5
639,Brentford,Wolves,1,1,29.10.2022 16:00,14,58,42,12,13,3,4,6,6,3,3,16,10,3,6,0,1,24,16,3,2,10,17,3,3,419,304,337,229,17,17,81,85,54,38,0,1,22-23,-1.0,-1.0,0,0,1,1,29.10.2022 16:00,Madley R. (Eng),Brentford Community Stadium (London),17 250,17 051,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2022-10-29T16:00,19.6,0.0,13.7,78,37,2
640,Brighton,Chelsea,4,1,29.10.2022 16:00,14,41,59,19,15,9,7,7,5,3,3,5,14,8,7,0,0,14,23,6,5,16,6,1,2,349,513,276,441,17,8,61,114,38,57,0,0,22-23,-1.0,-1.0,0,0,4,1,29.10.2022 16:00,Madley A. (Eng),Amex Stadium (Brighton),31 876,31 746,Amex Stadium,Brighton,Falmer Stadium,Brighton,Falmer,2011,,31876,105.0,68.0,50°51′42.56″N,00°04′59.8″W,-0.0832777777777777,50.86182222222222,2022-10-29T16:00,17.4,0.0,13.0,85,17,5
641,Crystal Palace,Southampton,1,0,29.10.2022 16:00,14,45,55,12,14,3,4,4,6,5,4,16,18,8,4,5,3,12,18,4,2,13,12,3,3,402,497,290,404,23,19,98,109,64,53,0,0,22-23,-1.0,-1.0,0,0,1,0,29.10.2022 16:00,Salisbury M. (Eng),Selhurst Park (London),25 486,25 130,Selhurst Park,London,Selhurst Park,Crystal Palace,London,1924,,25486,101.0,68.0,51°23′54″N,000°05′08″W,-0.0855555555555555,51.39833333333333,2022-10-29T16:00,19.3,0.0,11.9,77,48,1
642,Newcastle,Aston Villa,4,0,29.10.2022 16:00,14,60,40,20,3,7,0,10,0,3,3,14,14,3,0,2,3,24,22,0,3,11,11,1,1,520,356,410,263,15,19,112,83,56,25,0,0,22-23,-1.0,-1.0,0,0,4,0,29.10.2022 16:00,Tierney P. (Eng),St. James' Park (Newcastle),52 305,52 223,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2022-10-29T16:00,12.6,0.0,9.2,94,100,4
643,Leicester,Manchester City,0,1,29.10.2022 13:30,14,36,64,10,15,5,5,4,6,1,4,12,5,3,10,0,2,11,13,4,5,5,10,0,0,385,691,296,618,12,7,52,134,23,85,0,0,22-23,-1.0,-1.0,0,0,0,1,29.10.2022 13:30,Jones R. (Eng),King Power Stadium (Leicester),32 261,32 223,King Power Stadium,Leicester,King Power StadiumFormerly Walkers Stadium,Leicester,Leicester,2002,,32262,105.0,68.0,52°37′13″N,001°08′32″W,-1.1422222222222222,52.62027777777778,2022-10-29T13:30,18.4,0.0,19.3,87,44,1
644,West Ham,Bournemouth,2,0,24.10.2022 21:00,13,54,46,20,5,4,3,8,2,8,0,9,10,5,0,1,0,26,19,3,2,9,11,0,2,497,432,421,359,22,21,124,82,41,34,0,0,22-23,-1.0,-1.0,0,0,2,0,24.10.2022 21:00,Coote D. (Eng),London Stadium (London),62 500,62 447,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2022-10-24T21:00,12.0,0.0,14.6,93,43,2
645,Tottenham,Newcastle,1,2,23.10.2022 17:30,13,52,48,17,13,5,5,4,3,8,5,10,15,6,7,3,4,28,18,3,4,12,6,4,2,457,409,361,332,18,16,78,84,49,61,0,0,22-23,-1.0,-1.0,0,0,1,2,23.10.2022 17:30,Gillett J. (Aus),Tottenham Hotspur Stadium (London),62 850,61 726,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2022-10-23T17:30,16.6,0.0,21.0,73,31,3
646,Aston Villa,Brentford,4,0,23.10.2022 15:00,13,45,55,19,12,11,3,3,5,5,4,12,13,7,6,0,1,19,32,3,7,14,11,1,0,329,397,245,301,20,20,101,105,30,39,0,0,22-23,-1.0,-1.0,0,0,4,0,23.10.2022 15:00,England D. (Eng),Villa Park (Birmingham),42 789,41 693,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2022-10-23T15:00,16.0,0.2,12.0,82,71,4
647,Leeds,Fulham,2,3,23.10.2022 15:00,13,57,43,14,11,5,5,4,3,5,3,11,15,3,6,4,4,26,23,2,3,12,8,1,1,488,355,375,244,22,16,114,93,46,34,0,0,22-23,-1.0,-1.0,0,0,2,3,23.10.2022 15:00,Taylor A. (Eng),Elland Road (Leeds),37 792,36 447,Elland Road,Leeds,Elland Road,Leeds,Leeds,1897,,37608,105.0,68.0,53°46′40″N,001°34′20″W,-1.5722222222222222,53.77777777777778,2022-10-23T15:00,14.7,0.2,13.4,88,100,5
648,Southampton,Arsenal,1,1,23.10.2022 15:00,13,40,60,10,12,3,3,3,4,4,5,11,16,9,4,4,3,17,21,2,2,11,8,2,1,358,541,285,470,21,16,62,133,37,39,0,0,22-23,-1.0,-1.0,0,0,1,1,23.10.2022 15:00,Jones R. (Eng),St. Mary's Stadium (Southampton),32 384,31 145,St. Mary's Stadium,Southampton,St Mary's Stadium,Southampton,Southampton,2001,,32384,105.0,68.0,50°54′21″N,001°23′28″W,-1.3911111111111112,50.90583333333333,2022-10-23T15:00,15.8,9.6,12.3,91,92,2
649,Wolves,Leicester,0,4,23.10.2022 15:00,13,61,39,21,5,5,4,7,1,9,0,13,12,9,2,3,3,17,20,0,5,10,13,2,1,537,347,450,241,11,23,111,71,68,37,0,0,22-23,-1.0,-1.0,0,0,0,4,23.10.2022 15:00,Oliver M. (Eng),Molineux Stadium (Wolverhampton),31 750,31 425,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2022-10-23T15:00,16.0,0.1,14.5,72,42,4
650,Chelsea,Manchester Utd,1,1,22.10.2022 18:30,13,48,52,6,13,2,6,3,6,1,1,12,9,6,4,2,3,20,25,5,1,8,10,1,4,414,464,312,358,11,18,107,113,55,44,0,0,22-23,-1.0,-1.0,0,0,1,1,22.10.2022 18:30,Attwell S. (Eng),Stamford Bridge (London),40 341,39 503,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2022-10-22T18:30,14.0,0.0,8.7,91,100,2
651,Everton,Crystal Palace,3,0,22.10.2022 16:00,13,46,54,9,9,6,2,1,4,2,3,16,17,3,4,1,2,29,22,2,3,16,14,3,4,382,456,308,371,26,20,110,75,45,30,0,0,22-23,-1.0,-1.0,0,0,3,0,22.10.2022 16:00,Hooper S. (Eng),Goodison Park (Liverpool),39 572,38 939,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2022-10-22T16:00,15.4,0.0,18.0,72,30,3
